#,PLAYER,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,EFG%,TS%
385,Danilo Gallinari,604,18742,9777,2960,6936,42.7,1198,3148,38.1,2659,3049,87.2,447,2524,2971,1231,477,239,798,51.3,59.1
386,Tyrone Corbin,1065,27659,9766,3918,8584,45.6,198,663,29.9,1732,2191,79.1,1726,3320,5046,1894,1228,270,1310,46.8,51.1
387,Geoff Petrie,446,16787,9732,3970,8719,45.5,0,0,0,1792,2225,80.5,140,445,1271,2057,247,33,0,45.5,50.2
388,Rex Chapman,666,19545,9731,3716,8638,43,805,2301,35,1494,1868,80,379,1266,1645,1798,592,129,1030,47.7,51.4
389,Brad Miller,868,24537,9724,3446,7174,48,201,610,33,2631,3273,80.4,1708,4491,6199,2470,639,592,1367,49.4,56.4
390,Johnny Davis,750,21200,9710,3699,8258,44.8,33,187,17.6,2279,2777,82.1,560,945,1505,3368,683,116,1398,45,51.2
391,Tobias Harris,611,18836,9694,3681,7819,47.1,804,2210,36.4,1528,1863,82,604,3086,3690,1234,451,297,847,52.2,56.1
392,Jeff Teague,771,21214,9690,3425,7700,44.5,672,1885,35.6,2168,2568,84.4,259,1642,1901,4453,902,265,1739,48.8,54.9
393,Gordon Hayward,634,19533,9682,3323,7373,45.1,840,2294,36.6,2196,2670,82.2,473,2293,2766,2191,624,258,1243,50.8,56.6
394,Anthony Mason,882,30601,9656,3583,7033,50.9,2,12,16.7,2488,3511,70.9,1912,5367,7279,2963,648,244,1549,51,56.3
395,Michael Adams,653,20446,9621,3257,7849,41.5,949,2857,33.2,2158,2543,84.9,416,1484,1900,4209,1081,67,1402,47.5,53.6
396,Kawhi Leonard,518,16048,9620,3465,7055,49.1,748,1964,38.1,1942,2273,85.4,639,2684,3323,1377,921,344,819,54.4,59.7
397,Kirk Hinrich,879,27019,9594,3503,8522,41.1,1172,3122,37.5,1416,1770,80,310,2266,2576,4245,972,243,1617,48,51.6
398,Grant Long,1003,28518,9518,3472,7440,46.7,83,293,28.3,2491,3272,76.1,2168,3986,6154,1716,1199,366,1628,47.2,53.6
399,Tyson Chandler,1160,31622,9509,3558,5964,59.7,0,11,0,2393,3714,64.4,3529,6938,10467,967,630,1335,1656,59.7,62.6
400,Isaiah Thomas,525,15182,9508,3091,7096,43.6,1011,2781,36.4,2315,2654,87.2,278,1009,1287,2599,464,56,1221,50.7,57.5
401,Rodney Rogers,866,21866,9468,3608,7994,45.1,690,1986,34.7,1562,2264,69,1275,2606,3881,1722,868,451,1631,49.4,52.7
402,Nikola Vucevic,590,17868,9463,4120,8263,49.9,260,785,33.1,963,1292,74.5,1589,4444,6033,1512,507,556,1019,51.4,53.6
403,Tim Thomas,824,21344,9454,3458,7922,43.7,962,2609,36.9,1576,2079,75.8,807,2572,3379,1272,609,300,1217,49.7,53.5
404,Andrei Kirilenko,797,23918,9431,3146,6637,47.4,367,1185,31,2772,3675,75.4,1400,2952,4352,2169,1097,1461,1518,50.2,57.1
405,Lucius Allen,702,20159,9407,3884,8385,46.3,0,0,0,1639,2157,76,381,928,2205,3174,604,124,247,46.3,50.4
406,Isaiah Rider,563,17854,9405,3583,8085,44.3,667,1896,35.2,1572,1935,81.2,676,1490,2166,1535,367,136,1425,48.4,52.6
407,Kenny Smith,737,22210,9397,3527,7352,48,664,1665,39.9,1679,2026,82.9,281,1173,1454,4073,759,65,1649,52.5,57
408,Doc Rivers,864,23568,9377,3295,7416,44.4,361,1101,32.8,2426,3093,78.4,634,1991,2625,4889,1563,351,1651,46.9,53.4
409,Jarrett Jack,867,24140,9349,3374,7673,44,620,1809,34.3,1981,2316,85.5,277,2210,2487,3952,683,107,1723,48,53.8
410,Tyreke Evans,594,18242,9347,3510,7978,44,500,1548,32.3,1827,2415,75.7,500,2220,2720,2852,734,222,1489,47.1,51.7
411,Sedale Threatt,951,22437,9327,3914,8075,48.5,188,642,29.3,1311,1608,81.5,371,1338,1709,3613,1138,136,1296,49.6,53.1
412,Kenyon Martin,757,23138,9325,3875,8031,48.3,66,282,23.4,1509,2398,62.9,1312,3847,5159,1439,893,864,1318,48.7,51.3
413,Doug Christie,827,26074,9301,3238,7604,42.6,805,2272,35.4,2020,2460,82.1,797,2585,3382,2992,1555,392,1721,47.9,53.5
414,Joe Graboski,845,22665,9280,3433,9763,35.2,0,0,0,2414,3447,70,0,0,5999,1502,0,0,0,35.2,41.1
415,Fred Carter,611,18328,9271,3917,9219,42.5,0,0,0,1437,2073,69.3,323,804,2381,2122,371,65,0,42.5,45.8
416,Marcus Camby,973,28680,9262,3767,8077,46.6,18,88,20.5,1710,2551,67,2611,6902,9513,1837,967,2331,1362,46.8,50.3
417,Yao Ming,486,15819,9247,3380,6445,52.4,2,10,20,2485,2984,83.3,1233,3261,4494,769,189,920,1311,52.5,59.6
418,Benoit Benjamin,807,21910,9223,3588,7224,49.7,1,21,4.8,2046,2837,72.1,1459,4604,6063,1070,522,1581,1847,49.7,54.4
419,Bill Bradley,742,22799,9217,3927,8763,44.8,0,0,0,1363,1623,84,198,643,2354,2533,209,65,0,44.8,48.6
420,Keith Van Horn,575,18151,9206,3396,7659,44.3,597,1655,36.1,1817,2177,83.5,1122,2787,3909,900,472,295,1262,48.2,53.4
421,Wally Szczerbiak,651,20058,9195,3486,7193,48.5,590,1453,40.6,1633,1899,86,671,1931,2602,1532,388,160,970,52.6,57.3
422,Antoine Carr,987,19783,9176,3663,7286,50.3,6,46,13,1844,2364,78,1151,2233,3384,1086,361,925,1187,50.3,55.1
423,Jon McGlocklin,792,20930,9169,4001,8174,48.9,0,0,0,1167,1381,84.5,61,214,1928,2280,102,13,0,48.9,52.2
424,Corliss Williamson,822,18745,9147,3603,7355,49,6,44,13.6,1935,2710,71.4,1214,1969,3183,972,462,261,1316,49,53.5
425,Boris Diaw,1064,28769,9139,3805,7711,49.3,475,1413,33.6,1054,1470,71.7,1258,3376,4634,3684,648,510,1897,52.4,54.7
426,Nicolas Batum,789,24733,9118,3245,7470,43.4,1247,3496,35.7,1381,1642,84.1,835,3302,4137,2967,747,500,1449,51.8,55.6
427,Zelmo Beaty,570,18348,9107,3396,7237,46.9,0,0,0,2315,3087,75,93,234,5949,839,45,29,0,46.9,53
428,George McGinnis,528,16194,9090,3386,7566,44.8,2,25,8,2316,3559,65.1,1601,3576,5177,1985,923,236,1291,44.8,49.8
429,Walt Hazzard,724,19202,9087,3597,8162,44.1,0,0,0,1893,2502,75.7,18,39,2146,3555,26,6,0,44.1,49.1
430,George Yardley,472,15767,9063,3193,7572,42.2,0,0,0,2677,3434,78,0,0,4220,815,0,0,0,42.2,49.9
431,Antonio Davis,903,26082,9041,3187,7120,44.8,2,23,8.7,2665,3668,72.7,2323,4432,6755,1017,430,889,1346,44.8,51.8
432,Leandro Barbosa,850,18384,9035,3403,7409,45.9,988,2556,38.7,1241,1511,82.1,319,1401,1720,1775,693,121,1061,52.6,56
433,Rodney McCray,768,24876,9014,3516,6997,50.3,57,219,26,1925,2529,76.1,1645,3442,5087,2750,585,493,1419,50.7,55.6
434,Terry Dischinger,652,17841,9012,3457,6836,50.6,0,0,0,2098,2768,75.8,0,0,3646,1151,0,0,0,50.6,55.9
435,Kurt Thomas,1110,27160,8973,3836,7894,48.6,9,32,28.1,1292,1701,76,1922,5406,7328,1204,724,841,1241,48.7,51.9
436,Rick Fox,930,23720,8966,3382,7519,45,771,2208,34.9,1431,1858,77,996,2521,3517,2649,967,355,1611,50.1,53.8
437,Campy Russell,566,16781,8953,3398,7397,45.9,34,93,36.6,2123,2750,77.2,893,1803,2696,1684,594,114,1025,46.2,52
438,Andrew Wiggins,454,16242,8943,3304,7488,44.1,540,1625,33.2,1795,2451,73.2,572,1405,1977,1065,452,278,954,47.7,52.2
439,Bobby Jones,774,20177,8911,3412,6199,55,0,16,0,2087,2674,78,1288,2968,4256,1888,1050,982,1217,55,60.4
440,Rajon Rondo,873,27103,8909,3723,8125,45.8,382,1207,31.6,1081,1783,60.6,877,3254,4131,7215,1451,115,2439,48.2,50
441,Dana Barros,850,19479,8901,3281,7140,46,1090,2652,41.1,1249,1456,85.8,232,1377,1609,2837,740,46,1213,53.6,57.2
442,Eric Bledsoe,626,17427,8899,3170,6930,45.7,678,2013,33.7,1881,2365,79.5,511,1977,2488,3026,900,300,1650,50.6,55.8
443,Luis Scola,743,19001,8882,3669,7442,49.3,92,271,33.9,1452,1961,74,1335,3606,4941,1194,474,224,1121,49.9,53.5
444,Rickey Green,946,23271,8870,3594,7669,46.9,39,188,20.7,1643,2035,80.7,474,1345,1819,5221,1348,51,1583,47.1,51.8
445,Terry Tyler,871,21742,8868,3831,7915,48.4,10,82,12.2,1196,1702,70.3,1609,3066,4675,1039,801,1342,1140,48.5,51.2
446,Darren Collison,708,20796,8857,3270,6937,47.1,635,1610,39.4,1682,1973,85.3,332,1553,1885,3543,820,106,1382,51.7,56.7
447,Harry Gallatin,682,15813,8843,2810,7057,39.8,0,0,0,3223,4167,77.3,0,0,6684,1208,0,0,0,39.8,49.7
448,Avery Johnson,1054,26618,8817,3622,7564,47.9,27,186,14.5,1546,2190,70.6,379,1372,1751,5846,1007,154,1748,48.1,51.7
449,Dan Schayes,1138,21976,8780,2994,6228,48.1,4,30,13.3,2788,3461,80.6,1819,3852,5671,1299,560,840,1572,48.1,56.6
450,Jay Humphries,788,23062,8772,3502,7362,47.6,219,738,29.7,1549,1981,78.2,529,1474,2003,4339,1153,89,1533,49.1,53.3
451,Norm Van Lier,746,26171,8770,3313,8003,41.4,0,0,0,2144,2749,78,540,1269,3596,5217,767,71,249,41.4,47.6
452,Thomas Sanders,916,22164,8766,3416,7988,42.8,0,0,0,1934,2520,76.7,0,0,5798,1026,0,0,0,42.8,48.2
453,Clem Haskins,681,17624,8743,3515,7824,44.9,0,0,0,1713,2163,79.2,119,237,2087,2382,127,30,0,44.9,49.8
454,Jim McMillian,631,20227,8736,3644,7557,48.2,0,0,0,1448,1741,83.2,639,1381,3319,1557,435,80,120,48.2,52.5
455,Darryl Dawkins,726,17235,8733,3477,6079,57.2,2,15,13.3,1777,2593,68.5,1125,3307,4432,917,345,1023,1621,57.2,60.5
456,Jay Vincent,576,15556,8729,3490,7367,47.4,4,27,14.8,1745,2226,78.4,979,2188,3167,1124,413,171,1099,47.4,52.3
457,CJ McCollum,473,14553,8723,3353,7375,45.5,997,2509,39.7,1020,1233,82.7,284,1260,1544,1464,404,177,824,52.2,55.1
458,Ken Norman,646,18993,8717,3737,7695,48.6,231,741,31.2,1012,1786,56.7,1352,2597,3949,1355,517,431,1173,50.1,51.4
459,Dale Davis,1094,29606,8706,3592,6779,53,0,8,0,1522,2708,56.2,3303,5302,8605,978,691,1270,1090,53,54.6
460,Cedric Ceballos,609,14715,8693,3414,6824,50,235,760,30.9,1630,2165,75.3,1252,2006,3258,723,450,183,991,51.8,55.9
461,Andre Drummond,599,18590,8671,3661,6760,54.2,15,103,14.6,1334,2894,46.1,2858,5430,8288,778,835,938,1172,54.3,54
462,George Hill,778,21574,8662,3070,6715,45.7,952,2475,38.5,1570,1956,80.3,459,1948,2407,2475,710,215,977,52.8,57.2
463,Drew Gooden,790,20127,8653,3432,7435,46.2,88,342,25.7,1701,2239,76,1878,3740,5618,896,544,474,1158,46.8,51.4
464,Sam Mitchell,994,22261,8636,3220,7206,44.7,65,292,22.3,2131,2719,78.4,1251,2460,3711,1089,548,301,838,45.1,51.4
465,Larry Costello,706,21198,8622,3095,7068,43.8,0,0,0,2432,2891,84.1,0,0,2705,3215,0,0,0,43.8,51.7
466,Mike Bantom,706,19725,8568,3446,7362,46.8,3,15,20,1673,2418,69.2,1632,2885,4517,1623,630,478,946,46.8,50.8
467,Mehmet Okur,634,18430,8561,3028,6615,45.8,596,1590,37.5,1909,2396,79.7,1261,3175,4436,1089,329,453,991,50.3,55.8
468,Mahmoud AbdulnullRauf,586,15628,8553,3514,7943,44.2,474,1339,35.4,1051,1161,90.5,219,868,1087,2079,487,46,963,47.2,50.6
469,Jim Barnett,732,17410,8536,3326,7642,43.5,0,0,0,1884,2363,79.7,191,312,2259,2232,131,30,0,43.5,49.2
470,Larry Kenon,503,15517,8535,3564,7293,48.9,1,10,10,1406,1763,79.8,1362,2580,3942,1287,675,155,1101,48.9,52.9
471,Brent Barry,912,23640,8488,2896,6301,46,1395,3442,40.5,1301,1581,82.3,450,2330,2780,2892,955,253,1289,57,60.7
472,Adrian Smith,719,18324,8482,3087,7194,42.9,0,0,0,2308,2762,83.6,0,0,1580,1698,0,0,0,42.9,50.4
473,Wilson Chandler,676,20287,8463,3270,7382,44.3,874,2560,34.1,1049,1363,77,766,2808,3574,1205,470,414,931,50.2,53
474,D.J. Augustin,856,20634,8439,2737,6641,41.2,1101,2903,37.9,1864,2156,86.5,257,1373,1630,3427,518,30,1290,49.5,55.6
475,David Greenwood,823,23370,8428,3251,6812,47.7,4,29,13.8,1922,2514,76.5,1921,4616,6537,1614,583,739,1474,47.8,53.2
476,Sherman Douglas,765,21146,8425,3335,6886,48.4,154,576,26.7,1601,2361,67.8,558,1114,1672,4536,785,76,1761,49.5,53.2
477,Shane Battier,977,30004,8408,2982,6819,43.7,1250,3254,38.4,1194,1606,74.3,1273,2809,4082,1717,988,906,878,52.9,55.9
478,Walt Williams,708,18822,8385,2978,7013,42.5,976,2575,37.9,1453,1956,74.3,764,2030,2794,1637,658,406,1321,49.4,53.2
479,Frank Ramsey,623,15330,8378,2949,7382,39.9,0,0,0,2480,3083,80.4,0,0,3410,1134,0,0,0,39.9,47.9
480,Steve Mix,787,18827,8355,3204,6428,49.8,6,21,28.6,1941,2417,80.3,1356,2552,4159,1393,884,173,563,49.9,55.8
481,Greg Monroe,632,17475,8326,3339,6499,51.4,1,17,5.9,1647,2338,70.4,1769,3460,5229,1354,672,363,1186,51.4,55.3
482,Marco Belinelli,855,19443,8310,2932,6916,42.4,1206,3207,37.6,1240,1468,84.5,184,1576,1760,1424,486,65,847,51.1,54.9
483,DeAndre Jordan,875,24325,8301,3337,4985,66.9,1,11,9.1,1626,3431,47.4,2801,6650,9451,818,508,1401,1209,67,63.9
484,John Salmons,895,23672,8292,3007,6979,43.1,726,1986,36.6,1552,1942,79.9,435,2168,2603,2183,756,239,1185,48.3,52.9
485,Khris Middleton,510,16082,8288,3024,6609,45.8,889,2267,39.2,1351,1545,87.4,302,2061,2363,1693,642,96,970,52.5,56.9
486,Lamond Murray,736,18478,8286,3137,7301,43,528,1466,36,1484,1955,75.9,936,2097,3033,978,684,319,1207,46.6,50.8
487,Michael Cage,1140,29710,8278,3317,6445,51.5,0,25,0,1644,2476,66.4,3227,5419,8646,1057,1050,725,1161,51.5,54.9
488,Ersan Ilyasova,801,18719,8267,3093,6970,44.4,861,2355,36.6,1220,1573,77.6,1388,3218,4606,902,549,287,782,50.6,53.9
489,Jason Williams,788,23193,8266,3065,7699,39.8,1238,3784,32.7,898,1104,81.3,192,1618,1810,4611,933,60,1643,47.9,50.5
490,Olden Polynice,1058,24880,8265,3557,7037,50.5,5,26,19.2,1146,2141,53.5,2730,4380,7110,744,516,651,1170,50.6,51.8
491,Harrison Barnes,604,18824,8263,3051,6822,44.7,751,2003,37.5,1410,1771,79.6,601,2350,2951,982,421,115,711,50.2,54.4
492,Micheal Ray Richardson,556,18589,8253,3419,7479,45.7,124,564,22,1291,1870,69,981,2075,3056,3899,1463,206,1854,46.5,49.7
493,Connie Hawkins,499,17234,8233,3013,6453,46.7,0,0,0,2207,2811,78.5,332,876,3971,2052,244,150,0,46.7,53.5
494,Chris Kaman,735,19642,8208,3432,7023,48.9,1,24,4.2,1343,1808,74.3,1487,4095,5582,921,322,931,1544,48.9,52.5
495,James Donaldson,957,26222,8203,3105,5442,57.1,0,0,0,1993,2722,73.2,2060,5432,7492,765,336,1267,1454,57.1,61.8
496,Arron Afflalo,762,20829,8198,2983,6633,45,852,2205,38.6,1380,1673,82.5,334,1842,2176,1386,341,141,852,51.4,55.6
497,Nick Young,720,16419,8194,2894,6920,41.8,1039,2764,37.6,1367,1636,83.6,260,1167,1427,687,394,135,711,49.3,53.6
498,Wesley Person,733,20737,8192,3128,6843,45.7,1150,2754,41.8,786,1010,77.8,423,1979,2402,1234,579,230,680,54.1,56.2
499,Rodney Stuckey,651,17890,8185,2904,6870,42.3,276,921,30,2101,2551,82.4,419,1493,1912,2333,568,94,1181,44.3,51.2
500,Chris Morris,747,18747,8184,3144,7136,44.1,497,1625,30.6,1399,1894,73.9,1516,2028,3544,1182,917,540,1171,47.5,51.3
501,Jim Washington,774,22668,8168,3253,7238,44.9,0,0,0,1662,2358,70.5,318,808,6637,1105,83,100,0,44.9,49.4
502,Mark Olberding,865,21637,8145,2824,5750,49.1,5,41,12.2,2492,3074,81.1,1238,3265,4503,2190,573,235,1509,49.2,57.3
503,Eddie Miles,605,15681,8120,3301,7505,44,0,0,0,1518,2032,74.7,0,0,1860,1225,0,0,0,44,48.3
504,Larry Drew,714,18370,8110,3308,7085,46.7,118,405,29.1,1376,1724,79.8,259,1006,1265,3702,791,45,1565,47.5,51.7
505,CJ Miles,848,17282,8108,2883,7016,41.1,1250,3487,35.8,1092,1350,80.9,363,1648,2011,914,601,254,724,50,53.3
506,Charles Smith,564,16377,8107,2993,6300,47.5,18,93,19.4,2103,2718,77.4,1192,2054,3246,798,462,789,1036,47.7,54.1
507,Dennis Scott,629,17983,8094,2962,7111,41.7,1214,3060,39.7,956,1206,79.3,367,1407,1774,1296,525,197,768,50.2,53
508,Kevin Duckworth,684,17461,8085,3216,6870,46.8,5,24,20.8,1648,2239,73.6,1369,2576,3945,598,329,316,1237,46.8,51.5
509,Spud Webb,814,20288,8072,2903,6421,45.2,320,1018,31.4,1946,2296,84.8,324,1418,1742,4342,922,110,1623,47.7,54.3
510,Lonnie Shelton,673,18530,8049,3416,6950,49.2,3,31,9.7,1214,1646,73.8,1415,2721,4136,1459,739,559,1284,49.2,52.4
511,Quentin Richardson,783,20787,8032,2923,7360,39.7,1167,3288,35.5,1019,1420,71.8,933,2733,3666,1138,607,148,868,47.6,50.3
512,Anthony Peeler,827,20463,8017,3101,7255,42.7,940,2445,38.4,875,1095,79.9,564,1572,2136,1956,775,138,1019,49.2,51.8
513,Joe Fulks,489,4490,8003,2824,9338,30.2,0,0,0,2355,3075,76.6,0,0,1379,587,0,0,0,30.2,37.4
514,Ryan Anderson,649,16769,8001,2755,6533,42.2,1325,3491,38,1166,1366,85.4,1247,2166,3413,586,332,217,606,52.3,56.1
515,Tony Campbell,690,15180,7994,3180,6981,45.6,67,264,25.4,1567,1984,79,912,1205,2117,1019,582,157,1083,46,50.9
516,Stacey Augmon,1001,21659,7990,3037,6480,46.9,12,79,15.2,1904,2616,72.8,1304,1912,3216,1561,974,317,1248,47,52.4
516,Max Zaslofsky,540,6760,7990,2854,8313,34.3,0,0,0,2282,2969,76.9,0,0,864,1093,0,0,0,34.3,41.5
518,Terry Teagle,687,14509,7982,3295,7090,46.5,30,143,21,1362,1719,79.2,726,1077,1803,956,517,127,1005,46.7,50.9
519,Lindsey Hunter,937,23249,7956,2970,7663,38.8,1075,2984,36,941,1261,74.6,438,1583,2021,2506,1120,165,1159,45.8,48.4
520,Marcin Gortat,806,20689,7951,3401,6168,55.1,3,20,15,1146,1686,68,1759,4648,6407,915,383,885,958,55.2,57.5
521,Dave Gambee,750,14665,7935,2820,6708,42,0,0,0,2295,2791,82.2,0,0,3891,757,0,0,0,42,50
522,Brian Grant,756,21420,7933,3103,6332,49,6,28,21.4,1721,2306,74.6,1834,3788,5622,923,455,561,1235,49.1,54
523,Jose Calderon,895,23643,7921,3038,6440,47.2,920,2260,40.7,925,1060,87.3,303,1845,2148,5148,716,71,1339,54.3,57.3
524,Reggie Lewis,450,14676,7902,3198,6550,48.8,27,135,20,1479,1794,82.4,577,1361,1938,1153,569,417,708,49,53.8
525,Andrea Bargnani,550,15806,7873,2932,6676,43.9,627,1771,35.4,1382,1677,82.4,530,2011,2541,653,207,470,851,48.6,53.1
526,Tom Gola,698,22529,7871,2964,6883,43.1,0,0,0,1943,2556,76,0,0,5617,2962,0,0,0,43.1,49.1
527,Brad Davis,961,22302,7866,2970,5820,51,270,841,32.1,1656,2001,82.8,301,1437,1738,4709,756,146,1377,53.4,58.7
528,Troy Murphy,729,19921,7860,2848,6400,44.5,613,1578,38.8,1551,1977,78.5,1373,4335,5708,1088,478,294,886,49.3,54.1
529,Calbert Cheaney,825,22012,7826,3366,7227,46.6,204,684,29.8,890,1288,69.1,732,1878,2610,1398,659,198,994,48,50.2
530,Kenny Carr,674,17167,7813,3057,5998,51,3,38,7.9,1696,2479,68.4,1506,3493,4999,923,484,296,1438,51,55.1
531,Lionel Hollins,673,18453,7809,3201,7211,44.4,13,87,14.9,1394,1882,74.1,382,1219,1601,3006,1053,192,1337,44.5,48.6
532,LaSalle Thompson,985,21236,7806,3136,6376,49.2,4,26,15.4,1530,2075,73.7,2123,4566,6689,1139,741,972,1646,49.2,53.5
533,Brandon Jennings,555,16844,7801,2750,7099,38.7,914,2648,34.5,1387,1743,79.6,329,1330,1659,3151,679,98,1203,45.2,49.6
534,Channing Frye,890,19772,7786,2931,6655,44,1049,2706,38.8,875,1064,82.2,767,3235,4002,864,457,540,787,51.9,54.7
535,Harvey Grant,783,20513,7781,3345,7138,46.9,65,243,26.7,1026,1448,70.9,1170,2266,3436,1219,599,428,714,47.3,50
536,Wayne Cooper,984,20274,7777,3242,7100,45.7,7,48,14.6,1286,1747,73.6,2149,3946,6095,852,295,1535,1181,45.7,49.4
537,Gerald Henderson,871,18856,7773,3079,6526,47.2,203,611,33.2,1412,1820,77.6,526,927,1453,3141,939,99,1561,48.7,53
538,Desmond Mason,643,19639,7767,2931,6535,44.9,66,254,26,1839,2485,74,804,2059,2863,1049,441,230,1032,45.4,50.9
539,Courtney Lee,811,21939,7765,2961,6567,45.1,876,2259,38.8,967,1134,85.3,364,1763,2127,1353,809,213,762,51.8,54.9
540,Rick Mahorn,1117,25778,7763,3098,6286,49.3,5,38,13.2,1562,2218,70.4,1814,5143,6957,1082,633,1007,1456,49.3,53.5
541,Luke Ridnour,830,21624,7740,2933,6803,43.1,584,1674,34.9,1290,1496,86.2,363,1514,1877,3713,814,161,1349,47.4,51.9
542,Derrick Favors,677,17356,7735,3151,5948,53,36,174,20.7,1397,2111,66.2,1721,3271,4992,776,523,857,946,53.3,56.2
543,Michael Cooper,873,23635,7729,3014,6429,46.9,428,1260,34,1273,1529,83.3,741,2028,2769,3666,1033,523,1429,50.2,54.4
543,Randy Foye,752,19279,7729,2704,6750,40.1,1104,3017,36.6,1217,1429,85.2,245,1441,1686,2112,528,220,1106,48.2,52.4
545,Robert Horry,1107,27069,7715,2820,6643,42.5,795,2329,34.1,1280,1762,72.6,1644,3625,5269,2343,1158,1035,1378,48.4,52
546,Darrell Armstrong,840,19917,7712,2663,6507,40.9,923,2763,33.4,1463,1679,87.1,654,1615,2269,3394,1133,98,1556,48,53.2
547,Nate Williams,642,14869,7709,3278,7151,45.8,0,0,0,1153,1432,80.5,595,1163,2469,963,543,136,176,45.8,49.5
548,Jim Chones,623,19125,7664,3280,7014,46.8,0,6,0,1104,1569,70.4,1402,3794,5196,1079,332,643,746,46.8,49.7
548,Paul Pressey,724,19659,7664,2855,5890,48.5,79,356,22.2,1875,2503,74.9,901,1897,2798,3715,997,428,1700,49.1,54.8
550,Matt Harpring,665,17591,7645,2900,6033,48.1,158,474,33.3,1687,2239,75.3,1281,2085,3366,907,497,112,1000,49.4,54.5
550,Kevin Porter,659,19107,7645,3194,6617,48.3,3,16,18.8,1254,1701,73.7,353,754,1179,5314,830,72,1133,48.3,51.9
552,Arnie Risen,637,12690,7633,2610,6850,38.1,0,0,0,2413,3451,69.9,0,0,5011,1058,0,0,0,38.1,45.6
553,Morris Peterson,711,19371,7628,2747,6567,41.8,1009,2702,37.3,1125,1456,77.3,569,1914,2483,1090,639,136,716,49.5,52.9
554,Taj Gibson,799,20094,7618,3166,6147,51.5,26,118,22,1260,1776,70.9,1851,3147,4998,812,450,838,940,51.7,55
555,Dave Corzine,891,20772,7615,3097,6401,48.4,10,53,18.9,1411,1889,74.7,1747,3515,5262,1477,369,848,1340,48.5,52.6
556,Matt Barnes,929,21965,7589,2788,6388,43.6,982,2931,33.5,1031,1384,74.5,1066,3215,4281,1691,714,444,1172,51.3,54.2
557,Blue Edwards,704,18405,7585,3021,6362,47.5,304,908,33.5,1239,1590,77.9,698,1678,2376,1409,728,297,1187,49.9,53.7
558,O.J. Mayo,547,16919,7574,2808,6547,42.9,854,2287,37.3,1104,1346,82,285,1421,1706,1607,559,141,1130,49.4,53
559,Michael Beasley,609,13903,7568,3088,6644,46.5,291,835,34.9,1101,1450,75.9,664,2197,2861,788,345,314,1025,48.7,52
560,Rory Sparrow,836,22550,7557,3264,7008,46.6,101,389,26,928,1164,79.7,441,1314,1755,4192,828,103,1534,47.3,50.2
561,Howard Komives,742,20213,7550,2972,7652,38.8,0,0,0,1606,1936,83,10,33,1804,2941,32,3,0,38.8,44.4
562,Elmore Smith,562,17879,7541,3169,6578,48.2,0,0,0,1203,2079,57.9,952,2880,5962,808,325,1183,183,48.2,50.3
563,Tyrone Hill,801,22386,7532,2834,5643,50.2,0,13,0,1864,2901,64.3,2396,4458,6854,647,614,379,1244,50.2,54.4
564,Reggie Williams,599,16012,7508,2992,6848,43.7,373,1253,29.8,1151,1468,78.4,785,1608,2393,1492,802,407,1051,46.4,50.1
565,Craig Ehlo,873,21062,7492,2977,6579,45.3,621,1684,36.9,917,1330,68.9,996,2143,3139,2456,989,232,1225,50,52.3
566,Quintin Dailey,528,12170,7470,2936,6460,45.4,21,133,15.8,1577,2025,77.9,421,886,1307,1188,500,51,1025,45.6,50.8
567,Andrew Toney,468,12608,7458,2859,5718,50,138,403,34.2,1602,2010,79.7,235,774,1009,1965,369,105,1394,51.2,56.5
568,Doug Collins,415,13945,7427,2927,5839,50.1,0,1,0,1573,1888,83.3,459,880,1339,1368,518,114,485,50.1,55.7
569,James Posey,864,23263,7419,2495,6091,41,1035,2967,34.9,1394,1701,82,755,3306,4061,1413,917,298,981,49.5,54.2
570,Zaza Pachulia,1098,22235,7414,2608,5559,46.9,0,31,0,2198,2927,75.1,2362,3953,6315,1433,768,378,1444,46.9,54.1
571,LaPhonso Ellis,624,17617,7410,2895,6409,45.2,241,797,30.2,1379,1888,73,1320,2712,4032,981,433,477,1001,47.1,51.2
572,J.J. Barea,828,16228,7387,2821,6657,42.4,816,2321,35.2,929,1170,79.4,253,1490,1743,3257,330,24,1261,48.5,51.5
573,Emeka Okafor,616,19053,7370,3004,5867,51.2,0,2,0,1362,2325,58.6,1954,4013,5967,520,414,1003,984,51.2,53.5
574,Kevin Grevey,672,15246,7364,2915,6670,43.7,145,434,33.4,1389,1701,81.7,590,1004,1594,1247,392,112,748,44.8,49.6
575,Enes Kanter,634,13840,7362,3013,5559,54.2,43,150,28.7,1293,1666,77.6,1856,2974,4830,539,257,298,974,54.6,58.5
576,Derek Anderson,615,17969,7357,2419,5922,40.8,645,1891,34.1,1874,2198,85.3,440,1548,1988,2083,691,87,1052,46.3,53.4
577,Ken Sears,529,14923,7355,2465,5420,45.5,0,0,0,2425,2937,82.6,0,0,4142,843,0,0,0,45.5,54.8
578,Steve Johnson,626,13618,7345,2841,4965,57.2,0,4,0,1663,2622,63.4,1193,2257,3450,777,290,530,1477,57.2,60
579,Bobby Jackson,755,16794,7344,2755,6601,41.7,689,1947,35.4,1145,1444,79.3,623,1724,2347,1945,704,68,1014,47,50.7
